image_key,ranSel_key,sample_order,camera,file,image_number,operation_id,platfrom,source_path,random_seed,sample_size,sample_base,scorable,quadrat,copied,dest_file,total_pairs,RanSelNo,OpsNo,ImageNo
013_0025,013_076,76,SCS,MRITC_SCS_IN2018_V06_013_20181125T021451Z_0025.JPG,25,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S076_MRITC_SCS_IN2018_V06_013_20181125T021451Z_0025.JPG,219.5,76,13,25
015_0128,015_076,76,SCS,MRITC_SCS_IN2018_V06_015_20181125T052357Z_0128.JPG,128,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S076_MRITC_SCS_IN2018_V06_015_20181125T052357Z_0128.JPG,527,76,15,128
021_0030,021_076,76,SCS,MRITC_SCS_IN2018_V06_021_20181126T021812Z_0030.JPG,30,IN2018_V06_021,MRITC,NA,4073,90,45,OS,FALSE,FALSE,S076_MRITC_SCS_IN2018_V06_021_20181126T021812Z_0030.JPG,180,76,21,30
014_0131,014_077,77,SCS,MRITC_SCS_IN2018_V06_014_20181125T030215Z_0131.JPG,131,IN2018_V06_014,MRITC,NA,2966,82,41,OS,FALSE,FALSE,S077_MRITC_SCS_IN2018_V06_014_20181125T030215Z_0131.JPG,163,77,14,131
022_0052,022_077,77,SCS,MRITC_SCS_IN2018_V06_022_20181126T042305Z_0052.JPG,52,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S077_MRITC_SCS_IN2018_V06_022_20181126T042305Z_0052.JPG,201,77,22,52
012_0010,012_078,78,SCS,MRITC_SCS_IN2018_V06_012_20181124T231327Z_0010.JPG,10,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S078_MRITC_SCS_IN2018_V06_012_20181124T231327Z_0010.JPG,263,78,12,10
013_0135,013_078,78,SCS,MRITC_SCS_IN2018_V06_013_20181125T022916Z_0135.JPG,135,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S078_MRITC_SCS_IN2018_V06_013_20181125T022916Z_0135.JPG,219.5,78,13,135
021_0121,021_078,78,SCS,MRITC_SCS_IN2018_V06_021_20181126T023322Z_0121.JPG,121,IN2018_V06_021,MRITC,NA,4073,90,45,OS,FALSE,FALSE,S078_MRITC_SCS_IN2018_V06_021_20181126T023322Z_0121.JPG,180,78,21,121
014_0029,014_079,79,SCS,MRITC_SCS_IN2018_V06_014_20181125T024719Z_0029.JPG,29,IN2018_V06_014,MRITC,NA,2966,82,41,OS,FALSE,FALSE,S079_MRITC_SCS_IN2018_V06_014_20181125T024719Z_0029.JPG,163,79,14,29
022_0152,022_079,79,SCS,MRITC_SCS_IN2018_V06_022_20181126T045625Z_0152.JPG,152,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S079_MRITC_SCS_IN2018_V06_022_20181126T045625Z_0152.JPG,201,79,22,152
012_0142,012_080,80,SCS,MRITC_SCS_IN2018_V06_012_20181124T233207Z_0142.JPG,142,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S080_MRITC_SCS_IN2018_V06_012_20181124T233207Z_0142.JPG,263,80,12,142
015_0260,015_080,80,SCS,MRITC_SCS_IN2018_V06_015_20181125T054332Z_0260.JPG,260,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S080_MRITC_SCS_IN2018_V06_015_20181125T054332Z_0260.JPG,527,80,15,260
021_0075,021_080,80,SCS,MRITC_SCS_IN2018_V06_021_20181126T022542Z_0075.JPG,75,IN2018_V06_021,MRITC,NA,4073,90,45,OS,FALSE,FALSE,S080_MRITC_SCS_IN2018_V06_021_20181126T022542Z_0075.JPG,180,80,21,75
014_0110,014_081,81,SCS,MRITC_SCS_IN2018_V06_014_20181125T030014Z_0110.JPG,110,IN2018_V06_014,MRITC,NA,2966,82,41,OS,FALSE,FALSE,S081_MRITC_SCS_IN2018_V06_014_20181125T030014Z_0110.JPG,163,81,14,110
022_0027,022_081,81,SCS,MRITC_SCS_IN2018_V06_022_20181126T041445Z_0027.JPG,27,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S081_MRITC_SCS_IN2018_V06_022_20181126T041445Z_0027.JPG,201,81,22,27
012_0076,012_082,82,SCS,MRITC_SCS_IN2018_V06_012_20181124T232407Z_0076.JPG,76,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S082_MRITC_SCS_IN2018_V06_012_20181124T232407Z_0076.JPG,263,82,12,76
013_0190,013_082,82,SCS,MRITC_SCS_IN2018_V06_013_20181125T023516Z_0190.JPG,190,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S082_MRITC_SCS_IN2018_V06_013_20181125T023516Z_0190.JPG,219.5,82,13,190
015_0524,015_082,82,SCS,MRITC_SCS_IN2018_V06_015_20181125T061832Z_0524.JPG,524,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S082_MRITC_SCS_IN2018_V06_015_20181125T061832Z_0524.JPG,527,82,15,524
021_0166,021_082,82,SCS,MRITC_SCS_IN2018_V06_021_20181126T024052Z_0166.JPG,166,IN2018_V06_021,MRITC,NA,4073,90,45,OS,FALSE,FALSE,S082_MRITC_SCS_IN2018_V06_021_20181126T024052Z_0166.JPG,180,82,21,166
022_0127,022_083,83,SCS,MRITC_SCS_IN2018_V06_022_20181126T044805Z_0127.JPG,127,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S083_MRITC_SCS_IN2018_V06_022_20181126T044805Z_0127.JPG,201,83,22,127
012_0208,012_084,84,SCS,MRITC_SCS_IN2018_V06_012_20181124T234002Z_0208.JPG,208,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S084_MRITC_SCS_IN2018_V06_012_20181124T234002Z_0208.JPG,263,84,12,208
013_0053,013_084,84,SCS,MRITC_SCS_IN2018_V06_013_20181125T021826Z_0053.JPG,53,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S084_MRITC_SCS_IN2018_V06_013_20181125T021826Z_0053.JPG,219.5,84,13,53
015_0003,015_084,84,SCS,MRITC_SCS_IN2018_V06_015_20181125T050859Z_0003.JPG,3,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S084_MRITC_SCS_IN2018_V06_015_20181125T050859Z_0003.JPG,527,84,15,3
021_0019,021_084,84,SCS,MRITC_SCS_IN2018_V06_021_20181126T021622Z_0019.JPG,19,IN2018_V06_021,MRITC,NA,4073,90,45,OS,FALSE,FALSE,S084_MRITC_SCS_IN2018_V06_021_20181126T021622Z_0019.JPG,180,84,21,19
015_0530,015_085,85,SCS,MRITC_SCS_IN2018_V06_015_20181125T061932Z_0530.JPG,530,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S085_MRITC_SCS_IN2018_V06_015_20181125T061932Z_0530.JPG,527,85,15,530
022_0077,022_085,85,SCS,MRITC_SCS_IN2018_V06_022_20181126T043125Z_0077.JPG,77,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S085_MRITC_SCS_IN2018_V06_022_20181126T043125Z_0077.JPG,201,85,22,77
012_0043,012_086,86,SCS,MRITC_SCS_IN2018_V06_012_20181124T231852Z_0043.JPG,43,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S086_MRITC_SCS_IN2018_V06_012_20181124T231852Z_0043.JPG,263,86,12,43
013_0163,013_086,86,SCS,MRITC_SCS_IN2018_V06_013_20181125T023221Z_0163.JPG,163,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S086_MRITC_SCS_IN2018_V06_013_20181125T023221Z_0163.JPG,219.5,86,13,163
015_0266,015_086,86,SCS,MRITC_SCS_IN2018_V06_015_20181125T054427Z_0266.JPG,266,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S086_MRITC_SCS_IN2018_V06_015_20181125T054427Z_0266.JPG,527,86,15,266
021_0109,021_086,86,SCS,MRITC_SCS_IN2018_V06_021_20181126T023122Z_0109.JPG,109,IN2018_V06_021,MRITC,NA,4073,90,45,OS,FALSE,FALSE,S086_MRITC_SCS_IN2018_V06_021_20181126T023122Z_0109.JPG,180,86,21,109
012_0306,012_087,87,SCS,MRITC_SCS_IN2018_V06_012_20181124T235127Z_0306.JPG,306,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S087_MRITC_SCS_IN2018_V06_012_20181124T235127Z_0306.JPG,263,87,12,306
022_0178,022_087,87,SCS,MRITC_SCS_IN2018_V06_022_20181126T050505Z_0178.JPG,178,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S087_MRITC_SCS_IN2018_V06_022_20181126T050505Z_0178.JPG,201,87,22,178
012_0175,012_088,88,SCS,MRITC_SCS_IN2018_V06_012_20181124T233657Z_0175.JPG,175,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S088_MRITC_SCS_IN2018_V06_012_20181124T233657Z_0175.JPG,263,88,12,175
013_0108,013_088,88,SCS,MRITC_SCS_IN2018_V06_013_20181125T022531Z_0108.JPG,108,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S088_MRITC_SCS_IN2018_V06_013_20181125T022531Z_0108.JPG,219.5,88,13,108
015_0134,015_088,88,SCS,MRITC_SCS_IN2018_V06_015_20181125T052437Z_0134.JPG,134,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S088_MRITC_SCS_IN2018_V06_015_20181125T052437Z_0134.JPG,527,88,15,134
021_0064,021_088,88,SCS,MRITC_SCS_IN2018_V06_021_20181126T022352Z_0064.JPG,64,IN2018_V06_021,MRITC,NA,4073,90,45,OS,FALSE,FALSE,S088_MRITC_SCS_IN2018_V06_021_20181126T022352Z_0064.JPG,180,88,21,64
022_0014,022_089,89,SCS,MRITC_SCS_IN2018_V06_022_20181126T041025Z_0014.JPG,14,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S089_MRITC_SCS_IN2018_V06_022_20181126T041025Z_0014.JPG,201,89,22,14
013_0217,013_090,90,SCS,MRITC_SCS_IN2018_V06_013_20181125T023916Z_0217.JPG,217,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S090_MRITC_SCS_IN2018_V06_013_20181125T023916Z_0217.JPG,219.5,90,13,217
015_0398,015_090,90,SCS,MRITC_SCS_IN2018_V06_015_20181125T060052Z_0398.JPG,398,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S090_MRITC_SCS_IN2018_V06_015_20181125T060052Z_0398.JPG,527,90,15,398
021_0154,021_090,90,SCS,MRITC_SCS_IN2018_V06_021_20181126T023852Z_0154.JPG,154,IN2018_V06_021,MRITC,NA,4073,90,45,OS,FALSE,FALSE,S090_MRITC_SCS_IN2018_V06_021_20181126T023852Z_0154.JPG,180,90,21,154
022_0115,022_091,91,SCS,MRITC_SCS_IN2018_V06_022_20181126T044405Z_0115.JPG,115,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S091_MRITC_SCS_IN2018_V06_022_20181126T044405Z_0115.JPG,201,91,22,115
012_0241,012_092,92,SCS,MRITC_SCS_IN2018_V06_012_20181124T234337Z_0241.JPG,241,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S092_MRITC_SCS_IN2018_V06_012_20181124T234337Z_0241.JPG,263,92,12,241
013_0003,013_092,92,SCS,MRITC_SCS_IN2018_V06_013_20181125T021201Z_0003.JPG,3,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S092_MRITC_SCS_IN2018_V06_013_20181125T021201Z_0003.JPG,219.5,92,13,3
015_0068,015_092,92,SCS,MRITC_SCS_IN2018_V06_015_20181125T051632Z_0068.JPG,68,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S092_MRITC_SCS_IN2018_V06_015_20181125T051632Z_0068.JPG,527,92,15,68
013_0223,013_093,93,SCS,MRITC_SCS_IN2018_V06_013_20181125T024011Z_0223.JPG,223,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S093_MRITC_SCS_IN2018_V06_013_20181125T024011Z_0223.JPG,219.5,93,13,223
022_0064,022_093,93,SCS,MRITC_SCS_IN2018_V06_022_20181126T042705Z_0064.JPG,64,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S093_MRITC_SCS_IN2018_V06_022_20181126T042705Z_0064.JPG,201,93,22,64
012_0027,012_094,94,SCS,MRITC_SCS_IN2018_V06_012_20181124T231612Z_0027.JPG,27,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S094_MRITC_SCS_IN2018_V06_012_20181124T231612Z_0027.JPG,263,94,12,27
013_0113,013_094,94,SCS,MRITC_SCS_IN2018_V06_013_20181125T022606Z_0113.JPG,113,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S094_MRITC_SCS_IN2018_V06_013_20181125T022606Z_0113.JPG,219.5,94,13,113
015_0332,015_094,94,SCS,MRITC_SCS_IN2018_V06_015_20181125T055232Z_0332.JPG,332,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S094_MRITC_SCS_IN2018_V06_015_20181125T055232Z_0332.JPG,527,94,15,332
012_0290,012_095,95,SCS,MRITC_SCS_IN2018_V06_012_20181124T234932Z_0290.JPG,290,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S095_MRITC_SCS_IN2018_V06_012_20181124T234932Z_0290.JPG,263,95,12,290
022_0165,022_095,95,SCS,MRITC_SCS_IN2018_V06_022_20181126T050045Z_0165.JPG,165,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S095_MRITC_SCS_IN2018_V06_022_20181126T050045Z_0165.JPG,201,95,22,165
012_0158,012_096,96,SCS,MRITC_SCS_IN2018_V06_012_20181124T233442Z_0158.JPG,158,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S096_MRITC_SCS_IN2018_V06_012_20181124T233442Z_0158.JPG,263,96,12,158
013_0058,013_096,96,SCS,MRITC_SCS_IN2018_V06_013_20181125T021911Z_0058.JPG,58,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S096_MRITC_SCS_IN2018_V06_013_20181125T021911Z_0058.JPG,219.5,96,13,58
015_0200,015_096,96,SCS,MRITC_SCS_IN2018_V06_015_20181125T053407Z_0200.JPG,200,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S096_MRITC_SCS_IN2018_V06_015_20181125T053407Z_0200.JPG,527,96,15,200
022_0039,022_097,97,SCS,MRITC_SCS_IN2018_V06_022_20181126T041845Z_0039.JPG,39,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S097_MRITC_SCS_IN2018_V06_022_20181126T041845Z_0039.JPG,201,97,22,39
012_0093,012_098,98,SCS,MRITC_SCS_IN2018_V06_012_20181124T232617Z_0093.JPG,93,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S098_MRITC_SCS_IN2018_V06_012_20181124T232617Z_0093.JPG,263,98,12,93
015_0464,015_098,98,SCS,MRITC_SCS_IN2018_V06_015_20181125T060932Z_0464.JPG,464,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S098_MRITC_SCS_IN2018_V06_015_20181125T060932Z_0464.JPG,527,98,15,464
022_0140,022_099,99,SCS,MRITC_SCS_IN2018_V06_022_20181126T045225Z_0140.JPG,140,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S099_MRITC_SCS_IN2018_V06_022_20181126T045225Z_0140.JPG,201,99,22,140
012_0224,012_100,100,SCS,MRITC_SCS_IN2018_V06_012_20181124T234142Z_0224.JPG,224,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S100_MRITC_SCS_IN2018_V06_012_20181124T234142Z_0224.JPG,263,100,12,224
013_0030,013_100,100,SCS,MRITC_SCS_IN2018_V06_013_20181125T021531Z_0030.JPG,30,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S100_MRITC_SCS_IN2018_V06_013_20181125T021531Z_0030.JPG,219.5,100,13,30
015_0036,015_100,100,SCS,MRITC_SCS_IN2018_V06_015_20181125T051252Z_0036.JPG,36,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S100_MRITC_SCS_IN2018_V06_015_20181125T051252Z_0036.JPG,527,100,15,36
015_0563,015_101,101,SCS,MRITC_SCS_IN2018_V06_015_20181125T062502Z_0563.JPG,563,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S101_MRITC_SCS_IN2018_V06_015_20181125T062502Z_0563.JPG,527,101,15,563
022_0090,022_101,101,SCS,MRITC_SCS_IN2018_V06_022_20181126T043545Z_0090.JPG,90,IN2018_V06_022,MRITC,NA,5451,101,51,OS,FALSE,FALSE,S101_MRITC_SCS_IN2018_V06_022_20181126T043545Z_0090.JPG,201,101,22,90
012_0060,012_102,102,SCS,MRITC_SCS_IN2018_V06_012_20181124T232142Z_0060.JPG,60,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S102_MRITC_SCS_IN2018_V06_012_20181124T232142Z_0060.JPG,263,102,12,60
013_0140,013_102,102,SCS,MRITC_SCS_IN2018_V06_013_20181125T022951Z_0140.JPG,140,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S102_MRITC_SCS_IN2018_V06_013_20181125T022951Z_0140.JPG,219.5,102,13,140
015_0299,015_102,102,SCS,MRITC_SCS_IN2018_V06_015_20181125T054822Z_0299.JPG,299,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S102_MRITC_SCS_IN2018_V06_015_20181125T054822Z_0299.JPG,527,102,15,299
013_0085,013_104,104,SCS,MRITC_SCS_IN2018_V06_013_20181125T022151Z_0085.JPG,85,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S104_MRITC_SCS_IN2018_V06_013_20181125T022151Z_0085.JPG,219.5,104,13,85
015_0167,015_104,104,SCS,MRITC_SCS_IN2018_V06_015_20181125T052922Z_0167.JPG,167,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S104_MRITC_SCS_IN2018_V06_015_20181125T052922Z_0167.JPG,527,104,15,167
012_0126,012_106,106,SCS,MRITC_SCS_IN2018_V06_012_20181124T232952Z_0126.JPG,126,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S106_MRITC_SCS_IN2018_V06_012_20181124T232952Z_0126.JPG,263,106,12,126
013_0195,013_106,106,SCS,MRITC_SCS_IN2018_V06_013_20181125T023546Z_0195.JPG,195,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S106_MRITC_SCS_IN2018_V06_013_20181125T023546Z_0195.JPG,219.5,106,13,195
015_0431,015_106,106,SCS,MRITC_SCS_IN2018_V06_015_20181125T060517Z_0431.JPG,431,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S106_MRITC_SCS_IN2018_V06_015_20181125T060517Z_0431.JPG,527,106,15,431
012_0257,012_108,108,SCS,MRITC_SCS_IN2018_V06_012_20181124T234502Z_0257.JPG,257,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S108_MRITC_SCS_IN2018_V06_012_20181124T234502Z_0257.JPG,263,108,12,257
013_0017,013_108,108,SCS,MRITC_SCS_IN2018_V06_013_20181125T021356Z_0017.JPG,17,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S108_MRITC_SCS_IN2018_V06_013_20181125T021356Z_0017.JPG,219.5,108,13,17
015_0101,015_108,108,SCS,MRITC_SCS_IN2018_V06_015_20181125T052102Z_0101.JPG,101,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S108_MRITC_SCS_IN2018_V06_015_20181125T052102Z_0101.JPG,527,108,15,101
013_0236,013_109,109,SCS,MRITC_SCS_IN2018_V06_013_20181125T024206Z_0236.JPG,236,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S109_MRITC_SCS_IN2018_V06_013_20181125T024206Z_0236.JPG,219.5,109,13,236
012_0006,012_110,110,SCS,MRITC_SCS_IN2018_V06_012_20181124T231247Z_0006.JPG,6,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S110_MRITC_SCS_IN2018_V06_012_20181124T231247Z_0006.JPG,263,110,12,6
013_0126,013_110,110,SCS,MRITC_SCS_IN2018_V06_013_20181125T022801Z_0126.JPG,126,IN2018_V06_013,MRITC,NA,7222,110,55,OS,FALSE,FALSE,S110_MRITC_SCS_IN2018_V06_013_20181125T022801Z_0126.JPG,219.5,110,13,126
015_0365,015_110,110,SCS,MRITC_SCS_IN2018_V06_015_20181125T055652Z_0365.JPG,365,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S110_MRITC_SCS_IN2018_V06_015_20181125T055652Z_0365.JPG,527,110,15,365
012_0269,012_111,111,SCS,MRITC_SCS_IN2018_V06_012_20181124T234617Z_0269.JPG,269,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S111_MRITC_SCS_IN2018_V06_012_20181124T234617Z_0269.JPG,263,111,12,269
012_0138,012_112,112,SCS,MRITC_SCS_IN2018_V06_012_20181124T233127Z_0138.JPG,138,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S112_MRITC_SCS_IN2018_V06_012_20181124T233127Z_0138.JPG,263,112,12,138
015_0233,015_112,112,SCS,MRITC_SCS_IN2018_V06_015_20181125T053922Z_0233.JPG,233,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S112_MRITC_SCS_IN2018_V06_015_20181125T053922Z_0233.JPG,527,112,15,233
015_0497,015_114,114,SCS,MRITC_SCS_IN2018_V06_015_20181125T061402Z_0497.JPG,497,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S114_MRITC_SCS_IN2018_V06_015_20181125T061402Z_0497.JPG,527,114,15,497
012_0204,012_116,116,SCS,MRITC_SCS_IN2018_V06_012_20181124T233937Z_0204.JPG,204,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S116_MRITC_SCS_IN2018_V06_012_20181124T233937Z_0204.JPG,263,116,12,204
015_0019,015_116,116,SCS,MRITC_SCS_IN2018_V06_015_20181125T051122Z_0019.JPG,19,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S116_MRITC_SCS_IN2018_V06_015_20181125T051122Z_0019.JPG,527,116,15,19
015_0546,015_117,117,SCS,MRITC_SCS_IN2018_V06_015_20181125T062212Z_0546.JPG,546,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S117_MRITC_SCS_IN2018_V06_015_20181125T062212Z_0546.JPG,527,117,15,546
012_0039,012_118,118,SCS,MRITC_SCS_IN2018_V06_012_20181124T231812Z_0039.JPG,39,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S118_MRITC_SCS_IN2018_V06_012_20181124T231812Z_0039.JPG,263,118,12,39
015_0283,015_118,118,SCS,MRITC_SCS_IN2018_V06_015_20181125T054652Z_0283.JPG,283,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S118_MRITC_SCS_IN2018_V06_015_20181125T054652Z_0283.JPG,527,118,15,283
012_0302,012_119,119,SCS,MRITC_SCS_IN2018_V06_012_20181124T235107Z_0302.JPG,302,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S119_MRITC_SCS_IN2018_V06_012_20181124T235107Z_0302.JPG,263,119,12,302
012_0171,012_120,120,SCS,MRITC_SCS_IN2018_V06_012_20181124T233637Z_0171.JPG,171,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S120_MRITC_SCS_IN2018_V06_012_20181124T233637Z_0171.JPG,263,120,12,171
015_0151,015_120,120,SCS,MRITC_SCS_IN2018_V06_015_20181125T052657Z_0151.JPG,151,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S120_MRITC_SCS_IN2018_V06_015_20181125T052657Z_0151.JPG,527,120,15,151
012_0105,012_122,122,SCS,MRITC_SCS_IN2018_V06_012_20181124T232807Z_0105.JPG,105,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S122_MRITC_SCS_IN2018_V06_012_20181124T232807Z_0105.JPG,263,122,12,105
012_0237,012_124,124,SCS,MRITC_SCS_IN2018_V06_012_20181124T234302Z_0237.JPG,237,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S124_MRITC_SCS_IN2018_V06_012_20181124T234302Z_0237.JPG,263,124,12,237
015_0085,015_124,124,SCS,MRITC_SCS_IN2018_V06_015_20181125T051852Z_0085.JPG,85,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S124_MRITC_SCS_IN2018_V06_015_20181125T051852Z_0085.JPG,527,124,15,85
012_0023,012_126,126,SCS,MRITC_SCS_IN2018_V06_012_20181124T231537Z_0023.JPG,23,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S126_MRITC_SCS_IN2018_V06_012_20181124T231537Z_0023.JPG,263,126,12,23
015_0349,015_126,126,SCS,MRITC_SCS_IN2018_V06_015_20181125T055437Z_0349.JPG,349,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S126_MRITC_SCS_IN2018_V06_015_20181125T055437Z_0349.JPG,527,126,15,349
012_0286,012_127,127,SCS,MRITC_SCS_IN2018_V06_012_20181124T234852Z_0286.JPG,286,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S127_MRITC_SCS_IN2018_V06_012_20181124T234852Z_0286.JPG,263,127,12,286
012_0154,012_128,128,SCS,MRITC_SCS_IN2018_V06_012_20181124T233402Z_0154.JPG,154,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S128_MRITC_SCS_IN2018_V06_012_20181124T233402Z_0154.JPG,263,128,12,154
015_0217,015_128,128,SCS,MRITC_SCS_IN2018_V06_015_20181125T053652Z_0217.JPG,217,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S128_MRITC_SCS_IN2018_V06_015_20181125T053652Z_0217.JPG,527,128,15,217
015_0480,015_130,130,SCS,MRITC_SCS_IN2018_V06_015_20181125T061147Z_0480.JPG,480,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S130_MRITC_SCS_IN2018_V06_015_20181125T061147Z_0480.JPG,527,130,15,480
012_0220,012_132,132,SCS,MRITC_SCS_IN2018_V06_012_20181124T234117Z_0220.JPG,220,IN2018_V06_012,MRITC,NA,7165,132,66,OS,FALSE,FALSE,S132_MRITC_SCS_IN2018_V06_012_20181124T234117Z_0220.JPG,263,132,12,220
015_0052,015_132,132,SCS,MRITC_SCS_IN2018_V06_015_20181125T051422Z_0052.JPG,52,IN2018_V06_015,MRITC,NA,3245,264,132,OS,FALSE,FALSE,S132_MRITC_SCS_IN2018_V06_015_20181125T051422Z_0052.JPG,527,132,15,52
